Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Regular price,Categories,Tags,Images,In stock?,Stock,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible
simple,4G_GOLD_COIN_24K,4g GOLD COIN 24K,1,0,visible,24K,"<p>4g GOLD COIN 24K</p>
<p>24K</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",472,Gold Coins,24K,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_0c359a1f48504978aef7ca011f759f2bmv2.webp,1,,Purity,24K,1,Brand,,1
simple,4G_GOLD_COIN_22K,4g GOLD COIN 22K,1,0,visible,22K,"<p>4g GOLD COIN 22K</p>
<p>22K</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",420,Gold Coins,22K,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_d2bc16f0a88a47198f7313ba23378ab6mv2.webp,1,,Purity,22K,1,Brand,,1
simple,2G_GOLD_COIN_24K,2g GOLD COIN 24K,1,0,visible,24K,"<p>2g GOLD COIN 24K</p>
<p>24K</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",236,Gold Coins,24K,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_d77e7f66eeee4042a960dfa14bcc0a25mv2.webp,1,,Purity,24K,1,Brand,,1
simple,2G_GOLD_COIN_22K,2g GOLD COIN 22K,1,0,visible,22K,"<p>2g GOLD COIN 22K</p>
<p>22K</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",210,Gold Coins,22K,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_809ebf2e92074928a9b6ff730cfe34b5mv2.webp,1,,Purity,22K,1,Brand,,1
simple,1G_GOLD_COIN_24K,1g GOLD COIN 24K,1,0,visible,24K,"<p>1g GOLD COIN 24K</p>
<p>24K</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",118,Gold Coins,24K,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_5944fe89fa674140822321d288cb54a4mv2.webp,1,,Purity,24K,1,Brand,,1
simple,1G_GOLD_COIN_22K,1g GOLD COIN 22K,1,0,visible,22K,"<p>1g GOLD COIN 22K</p>
<p>22K</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",105,Gold Coins,22K,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_d056b86169574bed8342a47fe8cfdd8amv2.webp,1,,Purity,22K,1,Brand,,1
simple,100G_SILVER_BAR,100g SILVER BAR,1,0,visible,Investment-grade bullion. Contact us for live pricing.,"<p>100g SILVER BAR</p>
<p>Fine precious metal product from Parpia Gold and Jewels Trading LLC.</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",115,Silver Bars,,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_c2e6be83872a4eeea04170a56c364c49mv2.webp,1,,Purity,,1,Brand,,1
simple,50G_SILVER_BAR,50g SILVER BAR,1,0,visible,Investment-grade bullion. Contact us for live pricing.,"<p>50g SILVER BAR</p>
<p>Fine precious metal product from Parpia Gold and Jewels Trading LLC.</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",57,Silver Bars,,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_8c2867c28b094e0ea7bfcfadf2419ea3mv2-1.webp,1,,Purity,,1,Brand,,1
simple,1_OZ_SILVER_BAR,1 Oz SILVER BAR,1,0,visible,Investment-grade bullion. Contact us for live pricing.,"<p>1 Oz SILVER BAR</p>
<p>Fine precious metal product from Parpia Gold and Jewels Trading LLC.</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",35,Silver Bars,,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_8699ecfb1afb4ee9b86426afa47ec485mv2-1.webp,1,,Purity,,1,Brand,,1
simple,1_2_OZ_SILVER_BAR,1/2 Oz SILVER BAR,1,0,visible,Investment-grade bullion. Contact us for live pricing.,"<p>1/2 Oz SILVER BAR</p>
<p>Fine precious metal product from Parpia Gold and Jewels Trading LLC.</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",35,Silver Bars,,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_2f185f9534d34130bf2cf4a9abf7b230mv2-1.webp,1,,Purity,,1,Brand,,1
simple,10G_SILVER_BAR,10g SILVER BAR,1,0,visible,Investment-grade bullion. Contact us for live pricing.,"<p>10g SILVER BAR</p>
<p>Fine precious metal product from Parpia Gold and Jewels Trading LLC.</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",12,Silver Bars,,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_a5571b830381470aa3b0ce85adb1b17dmv2-1.webp,1,,Purity,,1,Brand,,1
simple,2_5G_SILVER_BAR,2.5g SILVER BAR,1,0,visible,Investment-grade bullion. Contact us for live pricing.,"<p>2.5g SILVER BAR</p>
<p>Fine precious metal product from Parpia Gold and Jewels Trading LLC.</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",3,Silver Bars,,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_d352c865216f4babbf81fcb8847865c5mv2-1.webp,1,,Purity,,1,Brand,,1
simple,500G_PAMP_SUISSE_GOLD_BAR_9999,500g PAMP SUISSE GOLD BAR 9999,1,0,visible,PAMP Suisse · 999.9,"<p>500g PAMP SUISSE GOLD BAR 9999</p>
<p>PAMP Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",57500,Investment Bars,"999.9, PAMP Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_ed807e7176ba44ecb138c35950140ab4mv2-1.webp,1,,Purity,999.9,1,Brand,PAMP Suisse,1
simple,100G_VALCAMBI_SUISSE_GOLD_BAR_9999,100g VALCAMBI SUISSE GOLD BAR 9999,1,0,visible,Valcambi · 999.9,"<p>100g VALCAMBI SUISSE GOLD BAR 9999</p>
<p>Valcambi · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",11500,Investment Bars,"999.9, Valcambi",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_9fa37d956d384d60a5d201ab1937a6f9mv2-1.webp,1,,Purity,999.9,1,Brand,Valcambi,1
simple,100G_PAMP_SUISSE_GOLD_BAR_9999,100g PAMP SUISSE GOLD BAR 9999,1,0,visible,PAMP Suisse · 999.9,"<p>100g PAMP SUISSE GOLD BAR 9999</p>
<p>PAMP Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",11500,Investment Bars,"999.9, PAMP Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_88c6890bc46f48fbb27cd2299a04d9b8mv2-1.webp,1,,Purity,999.9,1,Brand,PAMP Suisse,1
simple,50G_PAMP_SUISSE_GOLD_BAR_9999,50g PAMP SUISSE GOLD BAR 9999,1,0,visible,PAMP Suisse · 999.9,"<p>50g PAMP SUISSE GOLD BAR 9999</p>
<p>PAMP Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",5750,Investment Bars,"999.9, PAMP Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_407ed933d66041dba2db43a6200996b3mv2-1.webp,1,,Purity,999.9,1,Brand,PAMP Suisse,1
simple,1_OZ_VALCAMBI_SUISSE_GOLD_BAR_9999,1 Oz VALCAMBI SUISSE GOLD BAR 9999,1,0,visible,Valcambi · 999.9,"<p>1 Oz VALCAMBI SUISSE GOLD BAR 9999</p>
<p>Valcambi · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",3400,Investment Bars,"999.9, Valcambi",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_f18d7fa9e91544edb1992496c5433413mv2-1.webp,1,,Purity,999.9,1,Brand,Valcambi,1
simple,1_OZ_PAMP_SUISSE_GOLD_BAR_9999,1 Oz PAMP SUISSE GOLD BAR 9999,1,0,visible,PAMP Suisse · 999.9,"<p>1 Oz PAMP SUISSE GOLD BAR 9999</p>
<p>PAMP Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",3400,Investment Bars,"999.9, PAMP Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_6b33df2f10cc42e49904592254bc426cmv2-1.webp,1,,Purity,999.9,1,Brand,PAMP Suisse,1
simple,25X1G_MULTIGRAM_PAMP_SUISSE_GOLD_BAR_9999,25x1g (Multigram) PAMP SUISSE GOLD BAR 9999,1,0,visible,PAMP Suisse · 999.9,"<p>25x1g (Multigram) PAMP SUISSE GOLD BAR 9999</p>
<p>PAMP Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",2875,Investment Bars,"999.9, PAMP Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_7dcb2c6de2e64c9a88fed2f4f68e9185mv2-1-1.webp,1,,Purity,999.9,1,Brand,PAMP Suisse,1
simple,20G_CREDIT_SUISSE_GOLD_BAR_9999,20g CREDIT SUISSE GOLD BAR 9999,1,0,visible,Credit Suisse · 999.9,"<p>20g CREDIT SUISSE GOLD BAR 9999</p>
<p>Credit Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",2300,Investment Bars,"999.9, Credit Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_de73da32830d4fb7bdb67baec78459eamv2-1.webp,1,,Purity,999.9,1,Brand,Credit Suisse,1
simple,1_2_OZ_PAMP_SUISSE_GOLD_BAR_9999,1/2 Oz PAMP SUISSE GOLD BAR 9999,1,0,visible,PAMP Suisse · 999.9,"<p>1/2 Oz PAMP SUISSE GOLD BAR 9999</p>
<p>PAMP Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",1700,Investment Bars,"999.9, PAMP Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_66205ee45a804c9db731ef7a82570acemv2-1.webp,1,,Purity,999.9,1,Brand,PAMP Suisse,1
simple,12X1G_MULTIGRAM_PAMP_SUISSE_GOLD_BAR_9999,12x1g (Multigram) PAMP SUISSE GOLD BAR 9999,1,0,visible,PAMP Suisse · 999.9,"<p>12x1g (Multigram) PAMP SUISSE GOLD BAR 9999</p>
<p>PAMP Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",1380,Investment Bars,"999.9, PAMP Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_2230eb40a28a4d00bb3f45066b72e7ebmv2-1.webp,1,,Purity,999.9,1,Brand,PAMP Suisse,1
simple,10G_CREDIT_SUISSE_GOLD_BAR_9999,10g CREDIT SUISSE GOLD BAR 9999,1,0,visible,Credit Suisse · 999.9,"<p>10g CREDIT SUISSE GOLD BAR 9999</p>
<p>Credit Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",1150,Investment Bars,"999.9, Credit Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_b1b5d0b0c47e40d28a9ef0f601f4c2e9mv2-1.webp,1,,Purity,999.9,1,Brand,Credit Suisse,1
simple,10G_PAMP_SUISSE_GOLD_BAR_9999,10g PAMP SUISSE GOLD BAR 9999,1,0,visible,PAMP Suisse · 999.9,"<p>10g PAMP SUISSE GOLD BAR 9999</p>
<p>PAMP Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",1150,Investment Bars,"999.9, PAMP Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_ad52dfa666c24ba9acc41313cc7d7e53mv2-1.webp,1,,Purity,999.9,1,Brand,PAMP Suisse,1
simple,8X1G_MULTIGRAM_PAMP_SUISSE_GOLD_BAR_9999,8x1g (Multigram) PAMP SUISSE GOLD BAR 9999,1,0,visible,PAMP Suisse · 999.9,"<p>8x1g (Multigram) PAMP SUISSE GOLD BAR 9999</p>
<p>PAMP Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",920,Investment Bars,"999.9, PAMP Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_b3e2d8e5b4b14afbb179bb11c08d3ac8mv2-1.webp,1,,Purity,999.9,1,Brand,PAMP Suisse,1
simple,5G_VALCAMBI_SUISSE_GOLD_BAR_9999,5g VALCAMBI SUISSE GOLD BAR 9999,1,0,visible,Valcambi · 999.9,"<p>5g VALCAMBI SUISSE GOLD BAR 9999</p>
<p>Valcambi · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",575,Investment Bars,"999.9, Valcambi",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_0eb7d30a8a164c21be3251b5fe2f6308mv2-1.webp,1,,Purity,999.9,1,Brand,Valcambi,1
simple,5G_CREDIT_SUISSE_GOLD_BAR_9999,5g CREDIT SUISSE GOLD BAR 9999,1,0,visible,Credit Suisse · 999.9,"<p>5g CREDIT SUISSE GOLD BAR 9999</p>
<p>Credit Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",575,Investment Bars,"999.9, Credit Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_a3356a84924e407faae953cde5c170e0mv2-1.webp,1,,Purity,999.9,1,Brand,Credit Suisse,1
simple,5G_PAMP_SUISSE_GOLD_BAR_9999,5g PAMP SUISSE GOLD BAR 9999,1,0,visible,PAMP Suisse · 999.9,"<p>5g PAMP SUISSE GOLD BAR 9999</p>
<p>PAMP Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",575,Investment Bars,"999.9, PAMP Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_fd20c03c4b6840b3be541d3a84b63611mv2-1.webp,1,,Purity,999.9,1,Brand,PAMP Suisse,1
simple,1G_CREDIT_SUISSE_GOLD_BAR_9999,1g CREDIT SUISSE GOLD BAR 9999,1,0,visible,Credit Suisse · 999.9,"<p>1g CREDIT SUISSE GOLD BAR 9999</p>
<p>Credit Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",115,Investment Bars,"999.9, Credit Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_36121a72caf24239a39a05f90caf0b43mv2-1.webp,1,,Purity,999.9,1,Brand,Credit Suisse,1
simple,1G_PAMP_SUISSE_GOLD_BAR_9999,1G PAMP SUISSE GOLD BAR 9999,1,0,visible,PAMP Suisse · 999.9,"<p>1G PAMP SUISSE GOLD BAR 9999</p>
<p>PAMP Suisse · 999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",115,Investment Bars,"999.9, PAMP Suisse",https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/ddwdfg-1.webp,1,,Purity,999.9,1,Brand,PAMP Suisse,1
simple,10_TOLA_GOLD_BAR_999,10 TOLA GOLD BAR 999,1,0,visible,999,"<p>10 TOLA GOLD BAR 999</p>
<p>999</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",13000,Tola Bars,999,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/ddwdfg-1.webp,1,,Purity,999,1,Brand,,1
simple,5_TOLA_GOLD_BAR_999,5 TOLA GOLD BAR 999,1,0,visible,999,"<p>5 TOLA GOLD BAR 999</p>
<p>999</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",6500,Tola Bars,999,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_ea86ad1d34494910a2c0919977af3616mv2-1.webp,1,,Purity,999,1,Brand,,1
simple,3_TOLA_GOLD_BAR_999,3 TOLA GOLD BAR 999,1,0,visible,999,"<p>3 TOLA GOLD BAR 999</p>
<p>999</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",3900,Tola Bars,999,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_58d77710000c44ff91593fcb497b807bmv2-1.webp,1,,Purity,999,1,Brand,,1
simple,2_TOLA_GOLD_BAR_999,2 TOLA GOLD BAR 999,1,0,visible,999,"<p>2 TOLA GOLD BAR 999</p>
<p>999</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",2600,Tola Bars,999,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_6eaee65c619c4ecdb9b2884bc47ee7c4mv2-1.webp,1,,Purity,999,1,Brand,,1
simple,1_TOLA_GOLD_BAR_999,1 TOLA GOLD BAR 999,1,0,visible,999,"<p>1 TOLA GOLD BAR 999</p>
<p>999</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",1300,Tola Bars,999,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_7b0d9c25334f45dbb746fbeda545337dmv2-1.webp,1,,Purity,999,1,Brand,,1
simple,1_KG_SILVER_BAR,1 KG SILVER BAR,1,0,visible,Investment-grade bullion. Contact us for live pricing.,"<p>1 KG SILVER BAR</p>
<p>Fine precious metal product from Parpia Gold and Jewels Trading LLC.</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",950,Silver Bars,,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_384ca7f452c14716a4092d1b225c37d2mv2-1.webp,1,,Purity,,1,Brand,,1
simple,250G_SILVER_BAR,250g SILVER BAR,1,0,visible,Investment-grade bullion. Contact us for live pricing.,"<p>250g SILVER BAR</p>
<p>Fine precious metal product from Parpia Gold and Jewels Trading LLC.</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",240,Silver Bars,,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_8c8fd486dfae4d5082c5a48695f86a3dmv2-1.webp,1,,Purity,,1,Brand,,1
simple,1_KG_GOLD_BAR_9999,1 KG GOLD BAR 9999,1,0,visible,999.9,"<p>1 KG GOLD BAR 9999</p>
<p>999.9</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",105000,Kilo Bars,999.9,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_b0e9dfa1e38f4083a3fe8466a22dd1a8mv2-1.webp,1,,Purity,999.9,1,Brand,,1
simple,1_KG_GOLD_BAR_995,1 KG GOLD BAR 995,1,0,visible,995.0,"<p>1 KG GOLD BAR 995</p>
<p>995.0</p>
<p><em>Dummy price for testing — live spot rates apply at checkout.</em></p>",98000,Kilo Bars,995.0,https://lavenderblush-cheetah-517173.hostingersite.com/wp-content/uploads/2026/05/8f1290_df7f7833cdb546fc8dd95f14fbdee117mv2-1.webp,1,,Purity,995.0,1,Brand,,1
